Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Lung Cancer,10833125,2024,NCI,5R01CA230355-05,,"Adapting and evaluating a brief advice tobacco intervention in high-reach, low-resource settings in India","VISWANATH, KASISOMAYAJULA",DANA-FARBER CANCER INST,MA,647743,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10833175,2024,NCI,5R01CA261750-03,,Personalized Risk Prediction to Reduce Cardiovascular Disease in Childhood Cancer Survivors,"HOWELL, REBECCA",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,769340,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10833188,2024,NCI,5R01CA275521-02,,Trial of a harm reduction strategy for people with HIV who smoke cigarettes,"SHUTER, JONATHAN",ALBERT EINSTEIN COLLEGE OF MEDICINE,NY,708492,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10833618,2024,NCI,5R25CA217693-07,,Tobacco Treatment Training for Cancer Care Providers,"OSTROFF, JAMIE",SLOAN-KETTERING INST CAN RESEARCH,NY,289574,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10833699,2024,NCI,5R03CA273625-02,,Menthol cigarette smoking-related blood metabolites and lung cancer risk,"YOON, HYUNG-SUK",UNIVERSITY OF FLORIDA,FL,84859,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10834183,2024,NCI,5R01CA259256-03,,Improving smoking abstinence outcomes in the African American community through extended treatment,"COX, LISA",UNIVERSITY OF KANSAS MEDICAL CENTER,KS,611590,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10834228,2024,NCI,5R01CA263322-03,,Multilevel Determinants of Racial/Ethnic Disparities in Lung Cancer Screening Utilization,"SAKODA, LORI",KAISER FOUNDATION RESEARCH INSTITUTE,CA,8149,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10834246,2024,NCI,5U01CA279001-02,,Analysis of the predictability of lung cancer using DNA Repair functional assays and cryopreserved blood samples of the PLCO prospective cohort,"LIVNEH, ZVI",WEIZMANN INSTITUTE OF SCIENCE,ISRAEL,181532,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10834260,2024,NCI,5R01CA280414-02,,Multi-cellular interactions defining the human brain metastatic niche,"IZAR, BENJAMIN",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,657805,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10834287,2024,OD,5K01OD030513-04,,αvβ3-induced epithelial cancer progression via macrophage recruitment,"WETTERSTEN, HIROMI","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,129411,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10834741,2024,NCI,5F30CA265224-03,,Pan-cancer genomic characterization of human papillomavirus associated tumors,"HOLT, JEREMIAH",UNIVERSITY OF TENNESSEE HEALTH SCI CTR,TN,53714,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10834755,2024,NCI,5R01CA252964-04,,Clinical Utility of Biomarkers Driven Management of Indeterminate Pulmonary Nodules,"GROGAN, ERIC",VANDERBILT UNIVERSITY MEDICAL CENTER,TN,766782,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10834941,2024,NIGMS,5R16GM145484-03,,Role of the transcriptional corepressor TLE1 in the lung adenocarcinoma aggressiveness and progression,"BILIRAN, HECTOR",XAVIER UNIVERSITY OF LOUISIANA,LA,145106,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10834989,2024,NCI,5R37CA263320-03,,Discovery and characterization of clinically actionable germline mutations in DNA damage repair (DDR) pathway genes in lung cancer,"MUKHERJEE, SEMANTI",SLOAN-KETTERING INST CAN RESEARCH,NY,676729,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10835867,2024,NCI,5R01CA277479-02,,Type 2 immunity: a primitive response to epithelial injury that shapes bone marrow and lung myeloid crosstalk,"MERAD, MIRIAM",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,625412,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10836018,2024,NCI,5R01CA272570-02,,Dissecting and targeting mechanisms of genomic instability-triggered immune evasion in RBM10-deficient non-small cell lung cancer,"SKOULIDIS, FERDINANDOS",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,352047,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10836356,2024,NCI,5R01CA240317-05,,Patho-Genetic Analysis of Invasive Mucinous Adenocarcinoma of the Lung,"MAEDA, YUTAKA",CINCINNATI CHILDRENS HOSP MED CTR,OH,600295,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10836406,2024,NCI,5P01CA269048-02,5720,Project 3 - Lung Health and Inflammation,"HAWKINS, GREGORY",WAKE FOREST UNIVERSITY HEALTH SCIENCES,NC,259627,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10836462,2024,NCI,5R01CA249501-05,,Self-Management to Optimize Survivorship Care and Outcomes in Lung and Colorectal Cancer,"SUN, VIRGINIA",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,CA,746773,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10836529,2024,NCI,5U54CA280812-02,5758,Developmental Core,"DEL FIOL, GUILHERME",UNIVERSITY OF UTAH,UT,314916,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10837148,2024,NCI,5U2CCA271890-02,5893,Administrative Core,"SEGAL, LEOPOLDO",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,388276,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10837150,2024,NCI,5U2CCA271890-02,5894,Biomarker Development Laboratory,"SEGAL, LEOPOLDO",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,495245,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10837153,2024,NCI,5U2CCA271890-02,5895,Biomarker Reference Lab,"SEGAL, LEOPOLDO",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,85447,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10837815,2024,NCI,5R01CA249190-05,,MERTK/AXL dual inhibitors provide novel treatment for cancer by targeting tumor cells and activating anti-tumor immunity,"WANG, XIAODONG",UNIV OF NORTH CAROLINA CHAPEL HILL,NC,463267,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10838366,2024,NCI,5R00CA259218-04,,Systematic Discovery and Characterization of Novel Cancer Anti-Phagocytic Mechanisms,"KAMBER, ROARKE","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,139109,Mechanistic_Pathogenesis,Anti-phagocytic immune mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10838368,2024,NCI,5P30CA046934-36,6082,Cancer Prevention and Control Program,"SCHULICK, RICHARD",UNIVERSITY OF COLORADO DENVER,CO,29692,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10838558,2024,NCI,5P30CA225520-07,6118,Cancer Prevention and Control Program,"KENDZOR, DARLA",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,72207,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10838561,2024,NCI,5P30CA225520-07,6119,Community Outreach and Engagement,"DOESCHER, MARK",UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,OK,143213,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10839310,2024,NCI,5F31CA281076-02,,Paradoxical Effects of SETD2 Inactivation in EGFR- and KRAS-driven Lung Adenocarcinoma,"DOERIG, KATHERINE",UNIVERSITY OF PENNSYLVANIA,PA,48974,Mechanistic_Pathogenesis,SETD2 epigenetic mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10839337,2024,NCI,5K00CA245722-06,,Elucidating and exploiting NAD metabolic defects in cancer,"HEER, COLLIN",YALE UNIVERSITY,CT,101003,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10839464,2024,NCI,5R01CA255257-04,,Modulation of Mcl-1 for Treatment of Lung Cancer,"DENG, XINGMING",EMORY UNIVERSITY,GA,412210,Mechanistic_Pathogenesis,Mcl-1 BCL-2 family mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10839771,2024,NCI,5F30CA278495-02,,Investigating splicing-derived antigens in the context of Rbm10-mutant lung adenocarcinoma,"MATHEY-ANDREWS, NICOLAS",HARVARD MEDICAL SCHOOL,MA,53974,Mechanistic_Pathogenesis,Splicing-derived antigens mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10839821,2024,NIMHD,5R01MD015720-04,,Healthcare Access Dimensions and Racial Disparities in Lung Cancer,"LIU, YING",WASHINGTON UNIVERSITY,MO,470547,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10839839,2024,NCI,5R01CA273238-02,,"Glutaredoxin, Glutathione Metabolism and Lung Cancer","JANSSEN-HEININGER, YVONNE",UNIVERSITY OF VERMONT & ST AGRIC COLLEGE,VT,512900,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10839938,2024,NCI,5R01CA239030-05,,Electronic Cigarette-derived Oxidants and their Impact on Lung Cancer Development,"FOULDS, JONATHAN",PENNSYLVANIA STATE UNIV HERSHEY MED CTR,PA,537800,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10841386,2024,NCI,5R01CA235617-05,,Financial incentives for homeless smokers: A community-based RCT,"BAGGETT, TRAVIS",MASSACHUSETTS GENERAL HOSPITAL,MA,400288,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10841821,2024,NCI,1R01CA290675-01,,Randomized Clinical Trial of a Culturally-Tailored Suite of Smoking Cessation Resources for American Indian Persons,"CARROLL, DANA",UNIVERSITY OF MINNESOTA,MN,613020,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10842249,2024,NCI,5F30CA281104-02,,Chromosomal instability as a driver of non-small cell lung cancer immune evasion and brain metastasis,"CAPRIO, LINDSAY",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,48974,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10842277,2024,NCI,5R01CA247624-05,,Role of IRF2 in cancer immune evasion and immunotherapy,"ROCK, KENNETH",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,553729,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10842315,2024,NCI,5R01CA255790-03,,Cancer invasion: reciprocity between the extracellular matrix and intrinsic ERK signaling,"MENDOZA, MICHELLE",UNIVERSITY OF UTAH,UT,438759,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10843120,2024,NCI,5P30CA033572-41,5500,Community Outreach and Engagement,"ASHING, KIMLIN",BECKMAN RESEARCH INSTITUTE/CITY OF HOPE,CA,58898,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10843262,2024,NCI,5R01CA253975-06,,Quit2Heal: Rigorous Randomized Trial of a Smartphone Application to Help Cancer Patients Stop Smoking,"BRICKER, JONATHAN",FRED HUTCHINSON CANCER CENTER,WA,690604,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10843272,2024,NCI,5R01CA279194-02,,Dissecting and targeting tumor-TME crosstalk to forestall acquired KRASG12C inhibitor resistance in NSCLC.,"SKOULIDIS, FERDINANDOS",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,352047,Mechanistic_Pathogenesis,Tumor-TME crosstalk/KRASG12C resistance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10843729,2024,NCI,5R37CA222294-07,,A biomarker-driven strategy to guide the use of radiotherapy in non-small cell lung cancer,"ABAZEED, MOHAMED",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,347701,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10843797,2024,NCI,5R01CA274677-03,,Towards Translation of MU-CN29: New Therapeutic Nanoparticle for Drug-Resistant NSCLC,"KANNAN, RAGHURAMAN",UNIVERSITY OF MISSOURI-COLUMBIA,MO,545975,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10844619,2024,NCI,5R01CA276058-02,,Development of a RUVBL1/2 Inhibitor as a Radiosensitizer and Immune Stimulator for NSCLC,"KITTLER, RALF",UT SOUTHWESTERN MEDICAL CENTER,TX,523830,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10845095,2024,NCI,2P30CA014599-48,6851,Cancer Prevention and Control,"PIERCE, BRANDON",UNIVERSITY OF CHICAGO,IL,49088,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10845098,2024,NCI,2P30CA014599-48,6854,Community Outreach and Engagement,"KIM, KAREN",UNIVERSITY OF CHICAGO,IL,398169,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10845285,2024,NCI,5R01CA267820-03,,Lung cancer screening efficacy enhanced through radiomic and epigenetic biomarkers,"SIEREN, JESSICA",UNIVERSITY OF IOWA,IA,335749,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10845501,2024,NIMHD,5R01MD014890-04,,"Investigating the Roles of Patient Beliefs, Stigma, and Physician Implicit Bias on Disparities in Lung Cancer Screening","KALE, MINAL",ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,835017,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10845562,2024,NHLBI,5R01HL157273-04,,Risk prediction and longitudinal assessment of cardiotoxicity and functional capacity trajectory in NSCLC patients,"LIAO, ZHONGXING",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,733032,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10845567,2024,NIMHD,5R01MD018543-03,,Nicotine and Tobacco Misinformation on Youth-Oriented Social Media Platforms,"SIDANI, JAIME",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,620869,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10845602,2024,NIMHD,5U54MD015946-05,7397,Improving Access to Cigarette Cessation Treatment Among African American Smokers: Development and Evaluation of an Integrated mHealth Application,"ZVOLENSKY, MICHAEL",UNIVERSITY OF HOUSTON,TX,474784,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Everything_else,Moved from Environmental to Everything_else (intervention study),,,
Lung Cancer,10846635,2024,NIMHD,5R01MD017569-03,,Health System and Contextual Factors Associated with Racial Equity in Lung Cancer Care,"GROSS, CARY",YALE UNIVERSITY,CT,605008,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10846786,2024,NCI,5K08CA270191-02,,The antigen specificity of tumor-targeting T cells in non-small cell lung cancer,"LEE, MARK",YALE UNIVERSITY,CT,277857,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10847484,2024,NCI,5U24CA213274-08,,Coordinating center for the NCI small cell lung cancer research consortium,"RUDIN, CHARLES",SLOAN-KETTERING INST CAN RESEARCH,NY,1456493,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10847768,2024,NCI,2P30CA138313-16,7167,Cancer Control Program,"CARPENTER, MATTHEW",MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,60838,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10848276,2024,NCI,5P30CA138292-15,5142,Community Outreach and Engagement,"GILLESPIE, THERESA",EMORY UNIVERSITY,GA,302939,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10848323,2024,NCI,5R37CA271187-03,,Optimizing Personalized Screening and Diagnostic Decisions for Lung Cancer Based on Dynamic Risk Assessment and Life Expectancy,"TOUMAZIS, IAKOVOS",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,502013,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10848340,2024,NIAMS,5K01AR080787-02,,The Role of AMPK in Regulating Muscle Mass and Function in Cancer Cachexia,"KERR, HAIMING",UNIVERSITY OF WASHINGTON,WA,122121,Mechanistic_Pathogenesis,AMPK metabolic mechanism in cachexia,,Mechanistic_and_Genetic,,,,
Lung Cancer,10848670,2024,NCI,2P30CA016056-47,7359,Population Sciences,"AMBROSONE, CHRISTINE",ROSWELL PARK CANCER INSTITUTE CORP,NY,44983,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10848672,2024,NCI,2P30CA016056-47,7361,Community Outreach and Engagement,"BOUCHARD, ELIZABETH",ROSWELL PARK CANCER INSTITUTE CORP,NY,408771,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10848674,2024,NCI,2P30CA016056-47,7363,"Leadership, Planning and Evaluation","JOHNSON, CANDACE",ROSWELL PARK CANCER INSTITUTE CORP,NY,173717,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Other,Everything_else,,Moved from Environmental to Clinical (Other),Other,
Lung Cancer,10848844,2024,NCI,1P01CA288368-01,7440,Administrative Core,"HUANG, TONY",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,62896,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10848845,2024,NCI,1P01CA288368-01,7441,Replication Stress Sensing and Signaling Defects in SCLC,"POIRIER, JOHN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,350490,Mechanistic_Pathogenesis,Contains mechanistic or molecular/cellular biology terms,,Mechanistic_and_Genetic,,,,
Lung Cancer,10848846,2024,NCI,1P01CA288368-01,7442,Mechanisms of Replication Stress Tolerance in SCLC,"HUANG, TONY",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,351711,Mechanistic_Pathogenesis,Replication stress tolerance mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10848847,2024,NCI,1P01CA288368-01,7443,Repair Mechanisms of Replication fork Lesions in SCLC,"ROTHENBERG, ELI",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,351701,Mechanistic_Pathogenesis,Replication fork repair mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10848848,2024,NCI,1P01CA288368-01,7444,Impact of recurrent genetic alterations on SCLC subtypes and therapeutic response,"WONG, KWOK KIN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,351713,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10848849,2024,NCI,1P01CA288368-01,7445,SCLC Model Generation and Therapeutic Analysis,"POIRIER, JOHN",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,209804,Strictly_Genetic,Contains genetic terms only (no mechanistic or exposure content),,Mechanistic_and_Genetic,,,,
Lung Cancer,10848850,2024,NCI,1P01CA288368-01,7446,Advanced Imaging and Computational Approaches,"FENYO, DAVID",NEW YORK UNIVERSITY SCHOOL OF MEDICINE,NY,215663,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10849009,2024,NCI,2P30CA051008-30,7514,Community Outreach and Engagement,"CARTER-BAWA, LISA",GEORGETOWN UNIVERSITY,DC,347107,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10849883,2024,NIDA,5R01DA045016-08,,Evaluating the Effect of E-cigarette Policies on Youth Tobacco Use,"PESKO, MICHAEL",UNIVERSITY OF MISSOURI-COLUMBIA,MO,514213,Strictly_Environmental_or_Gene-Environment,Contains environmental or lifestyle exposure terms,Smoking,Strictly_Environmental_or_Gene-Environment,,,,
Lung Cancer,10849904,2024,NCI,5U01CA256780-04,,Molecular and immunological heterogeneity of Small Cell Lung Cancer (SCLC) and its impact on relapse and therapeutic response,"BYERS, LAUREN",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,575245,Mechanistic_Pathogenesis,SCLC molecular/immunological heterogeneity mechanism,,Mechanistic_and_Genetic,,,,
Lung Cancer,10850887,2024,NCI,5P30CA247796-02,9692,Cancer Control and Population Sciences Research Program,"BRAITHWAITE, DEJANA",UNIVERSITY OF FLORIDA,FL,71216,Everything_else,"Does not fit other categories; likely clinical, care, or administrative",,Everything_else,,,,
Lung Cancer,10850891,2024,NCI,5P30CA247796-02,9693,Cancer Therapeutics and Host Response Research Program,"JOBIN, CHRISTIAN",UNIVERSITY OF FLORIDA,FL,77848,Everything_else,"Clinical or therapeutic focus (therapy, trial, screening)",,Everything_else,,,,
Lung Cancer,10850898,2024,NCI,5P30CA247796-02,9694,Mechanisms of Oncogenesis Research Program,"WU, LIZI",UNIVERSITY OF FLORIDA,FL,77781,Mechanistic_Pathogenesis,Mechanisms of oncogenesis research,,Mechanistic_and_Genetic,,,,
